ID_NLS,TIPO,RIC,PR,COMUNE,INDIR_ORIG,ZIP,ISTAT,DENOM_IMPRES,INSEGNA,INIZIO_ATT,ANNO_RICONOSCIMENTO,CAT_MERC,geo_y,geo_x
1766794,Negozio storico,Storica attività,MI,MILANO,VIA MICHELINO DA BESOZZO 10,20155,15146,PALADINI ABBIGLIAMENTO SAS DI PALADINI STEFANO & C,PALADINI,1965,2020,Abbigliamento e accessori,45.4938779,9.150329
2298345,Negozio storico,Storica attività,MI,MILANO,JENNER 0060,20159,15146,RADIO JENNER S.A.S. DI SERGIO PALADINI & C.,COECO,1956,2020,Attrezzature,45.49691,9.1737912
2298859,Locale storico,Storica attività,MI,MILANO,MURATORI LODOVICO 11,20135,15146,BONATTI WALTER,BARBISA,1973,2020,Bar e tabaccheria,45.4520542,9.2051256
2298872,Locale storico,Storica attività,MI,MILANO,CHAVEZ GIORGIO 4,20131,15146,NEW STEP S.R.L.,PIZZERIA VECCHIA NAPOLI,1968,2020,Ristorazione,45.4920828,9.2265851
2319623,Bottega artigiana storica,Bottega storica,MI,MILANO,PADOVA 186,20132,15146,ACCONCIATURE UNISEX S.A.S. DI ANDREA ROSSI & C.,ACCONCIATURE UNISEX ANDREA ROSSI,1965,2020,Cura della persona,45.5012853,9.2370437
2321986,Negozio storico,Storica attività,MI,MILANO,LUIGI MAJNO 0010,20129,15146,EURONUMMUS S.P.A.,EURONUMMUS,1963,2020,Preziosi,45.4694941,9.2060294
2322031,Negozio storico,Storica attività,MI,MILANO,GUGLIELMO SILVA 35,20149,15146,CAVALER MASSIMO,CAVALER GIOIELLI DAL 1961,1961,2020,Preziosi,45.4785112,9.1475864
2323658,Negozio storico,Storica attività,MI,MILANO,BERGAMINI 7,20122,15146,ANACONDA S.R.L.,ANACONDA,1980,2020,Preziosi,45.4618046,9.1941638
2324893,Negozio storico,Storica attività,MI,MILANO,ZARA 119,20159,15146,RAVASI RICCARDO,L'ORAFO RAVASI,1967,2020,Preziosi,45.4983771,9.1956842
2331061,Negozio storico,Storica attività,MI,MILANO,MANZONI ALESSANDRO 29,20121,15146,PEDERZANI DI CLAUDIO PEDERZANI E C. S.A.S.,PEDERZANI,1947,2020,Preziosi,45.4699363,9.192522
2669703,Bottega artigiana storica,Bottega storica,MI,MILANO,VIA FRANCESCO NOVATI 2,20123,15146,CASTIGLIONI STEFANO LUCA,CASTIGLIONI,1972,2021,Casa e arredamento,45.4603347,9.1773152
2677387,Locale storico,Storica attività,MI,MILANO,VIA ROSELLINI IPPOLITO 8,20124,15146,SONCINA CLAUDIO RAFFAELE,BAR NILO,1969,2021,Bar e tabaccheria,45.4890052,9.1942972
2679796,Negozio storico,Negozio storico,MI,MILANO,VIA SETTEMBRINI LUIGI 39,20124,15146,CARTOLERIA BONFIOLI DI COZZI MARIACARLA,CARTOLERIA BONFIOLI,1940,2021,Cartoleria e libreria,45.483902,9.2080674
2681146,Negozio storico,Storica attività,MI,MILANO,VIA MARCIANO 12,20133,15146,CARBOGNIN S.R.L.,CARBOGNIN FIORI,1922,2021,Sport e tempo libero,45.4676192,9.2314162
2682409,Negozio storico,Negozio storico,MI,MILANO,VIALE MONZA 0020,20127,15146,DE AMBROSIS GIANCARLO,CAPPELLERIA L. CABELLA,1924,2021,Abbigliamento e accessori,45.4892149,9.2178095
2784269,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,VIA DELLE FORZE ARMATE 0246,20152,15146,TINTORIA LAURA DI PIZZAMIGLIO SILVANA,TINTORIA LAURA,1961,2021,Abbigliamento e accessori,45.4604381,9.1081326
2944587,Negozio storico,Storica attività,MI,MILANO,VIA VITRUVIO 0008,20124,15146,M. ROSSI SAS DI MARIO ROSSI E C.,MARIO ROSSI TIMBRI E TARGHE,1961,2021,Miscellanea,45.4808693,9.2097326
3142474,Locale storico,Storica attività,MI,MILANO,PIAZZALE DATEO 5,20129,15146,"WINE BAR GIGLIO DI DI FILIPPO GIACOMO, ANDREA & C. S.N.C.",BAR GIGLIO,1967,2021,Bar e tabaccheria,45.4685973,9.2164823
3166121,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,GALLERIA UNIONE 1,20147,15146,IL MAESTRO DEL TEMPO DI BOTTICCHIO ROBERTO,IL MAESTRO DEL TEMPO,1978,2021,Preziosi,45.4614746,9.1875793
3182072,Negozio storico,Storica attività,MI,MILANO,VIA TOMMASO SALVINI 0003,20122,15146,GIORDANO ALFREDO RICCARDO,PANETTERIA PASTICCERIA GIORDANO,1963,2021,Alimentari e specialità alimentari,45.4719056,9.2035787
3182123,Negozio storico,Storica attività,MI,MILANO,VIALE PIAVE 0020,20129,15146,DROGHERIA RADRIZZANI DI EMILIO RADRIZZANI & C. S.N.C.,DROGHERIA RADRIZZANI,1940,2021,Alimentari e specialità alimentari,45.4710877,9.2069064
3182156,Negozio storico,Storica attività,MI,MILANO,VIA PONTE VETERO 4,20121,15146,ROSSI & GRASSI S.R.L.,ROSSI & GRASSI SALUMIERI,1971,2021,Alimentari e specialità alimentari,45.4691963,9.185442
3184556,Negozio storico,Storica attività,MI,MILANO,VIA NIRONE 0005,20123,15146,LA BOTTEGA DISCANTICA DI GRAZIOLI LUIGI,LA BOTTEGA DISCANTICA,1974,2021,Miscellanea,45.465357,9.1781798
3184790,Negozio storico,Storica attività,MI,MILANO,VIA GIUSEPPE MEDA 23,20136,15146,MASCHERPA ELETRODOMESTICI DI MASCHERPA GIANCARLA,COECO MASCHERPA ELETTRODOMESTICI,1968,2021,Attrezzature,45.4432403,9.179113
3194193,Locale storico,Storica attività,MI,MILANO,VIA PALESTRO SNC,20121,15146,BIANCO DI CALLONI BRUNO GIUSEPPE,BAR BIANCO,1960,2021,Bar e tabaccheria,45.4727782,9.1964716
3194372,Negozio storico,Storica attività,MI,MILANO,CORSO ITALIA 0016,20122,15146,CIVELLI DI PIER GIORGIO CIVELLI & C. SAS,CIVELLI 1961,1961,2021,Alimentari e specialità alimentari,45.4578991,9.1874839
3194575,Locale storico,Storica attività,MI,MILANO,VIA GALVANI LUIGI 15,20124,15146,RISCO S.R.L.,IL CERCHIO TRATTORIA TOSCANA,1969,2021,Ristorazione,45.486743,9.1983723
3195358,Negozio storico,Storica attività,MI,MILANO,VIALE MONTE CENERI 78,20155,15146,MALINVERNO STEFANO,IL MACELLAIO DI MALINVERNO,1954,2021,Alimentari e specialità alimentari,45.4904898,9.1517728
3195437,Locale storico,Storica attività,MI,MILANO,VIA DONATELLO 27,20131,15146,KHELLA BOTROS,PASTICCERIA VALENTE,1931,2021,"Gelaterie, pasticcerie e torrefazioni",45.4803765,9.2208683
3195474,Locale storico,Locale storico,MI,MILANO,VIA MERCATO 0014,20121,15146,PALMA CLAUDIO S.R.L.,PIZZERIA SIBILLA,1951,2021,Ristorazione,45.4709245,9.1844302
3197062,Negozio storico,Storica attività,MI,MILANO,PIAZZA SANTA MARIA BELTRADE 2,20123,15146,BOUTIQUE DEL GIOIELLO -S.R.L.,BOUTIQUE DEL GIOIELLO,1981,2021,Preziosi,45.4628722,9.1869033
3203197,Locale storico,Storica attività,MI,MILANO,VIA CELLINI 0003,20129,15146,VIA S.RL.,LA BAIA,1976,2021,Ristorazione,45.4627683,9.2087084
3204624,Negozio storico,Storica attività,MI,MILANO,CORSO MAGENTA 0027,20123,15146,BUSCEMI HI-FI DI BUSCEMI PIETRO & C. SAS,BUSCEMI HI-FI,1969,2021,Attrezzature,45.4659193,9.1770273
3206662,Locale storico,Locale storico,MI,MILANO,VIA DEI GIGLI 14,20147,15146,CASCINA CORBA SOCIETA' A RESPONSABILITA' LIMITATA,RISTORANTE CASCINA CORBA,1969,2021,Ristorazione,45.4525737,9.1330386
3454349,Negozio storico,Negozio storico,MI,MILANO,VIA DELLA MOSCOVA 68,20121,15146,ASNAGHI GIACINTO S.N.C. DI ASNAGHI ALDO ANTONIO E MARIA ASSUNTA,G.TO ASNAGHI TESSUTI,1940,2022,Abbigliamento e accessori,45.4783739,9.182178
3481174,Negozio storico,Storica attività,MI,MILANO,CORSO DI PORTA ROMANA 0006,20122,15146,"INCENDIO - SOCIETA' A RESPONSABILITA' LIMITATA (O IN FORMA ABBREVIATA ""INCENDIO - S.R.L."")",INCENDIO,1982,2022,Abbigliamento e accessori,45.4598638,9.1892754
3500840,Negozio storico,Storica attività,MI,MILANO,PIAZZA WAGNER,20145,15146,FRATELLI PEDOL S.R.L.,PESCHERIA PEDOL,1970,2022,Alimentari e specialità alimentari,45.46798,9.15614
3547040,Negozio storico,Storica attività,MI,MILANO,VIA GIUSEPPE COMPAGNONI 0024,20129,15146,MARAZZI GIOVAN BATTISTA,EDICOLA,1982,2022,Cartoleria e libreria,45.4653535,9.2216238
3551779,Negozio storico,Storica attività,MI,MILANO,CORSO DI PORTA ROMANA 0074,20122,15146,LIVIANI ELVIRA,LIVIANI,1978,2022,Preziosi,45.4567399,9.1945049
3553893,Negozio storico,Storica attività,MI,MILANO,CORSO VERCELLI 37,20144,15146,"GIOIELLERIA ""DELLA FONTE GIOIELLI"" DI DELLA FONTE STEFANO",DELLA FONTE,1969,2022,Preziosi,45.4663731,9.1596687
3554343,Negozio storico,Negozio storico,MI,MILANO,VIA PETRARCA FRANCESCO 7,20123,15146,"E. MARINELLA SRL DI LUIGI, MAURIZIO E ALESSANDRO MARINELLA",STIVALERIA SAVOIA,1870,2022,Abbigliamento e accessori,45.4711655,9.1693941
3557370,Negozio storico,Storica attività,MI,MILANO,VIA DURINI 2,20122,15146,MAGNANI GIOIELLI S.N.C. DI MAGNANI ANNA,GIOIELLI,1929,2022,Preziosi,45.4636685,9.1976463
3567224,Locale storico,Storica attività,MI,MILANO,PIAZZA ERNESTO DE ANGELI 0012,20146,15146,SANDY-BAR S.N.C. DI GIAMBATTISTA ANNACONDIA E C.,SANDY BAR,1981,2022,Bar e tabaccheria,45.4667534,9.1491418
3571152,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,VIA MONTE CERVINO 4,20149,15146,ORNELLA BIJOUX DI EREDI DI ALBANI MARIA VITTORIA,ORNELLA BIJOUX,1944,2022,Preziosi,45.4756582,9.1498175
3577823,Negozio storico,Storica attività,MI,MILANO,VIA FIORI CHIARI 2,20121,15146,ROBERTA E BASTA DI ROBERTA TAGLIAVINI,ROBERTAEBASTA,1969,2022,Casa e arredamento,45.4723115,9.1871961
3582486,Negozio storico,Storica attività,MI,MILANO,VIA OMBONI GIOVANNI 1,20129,15146,CENTRO LUCE S.R.L.,OSRAM CENTRO LUCE,1969,2022,Attrezzature,45.4775913,9.2086773
3591064,Negozio storico,Storica attività,MI,MILANO,VIA ORNATO LUIGI 25,20162,15146,GIOIELLERIA LOCATELLI S.R.L.,LOCATELLI,1961,2022,Preziosi,45.5167914,9.1908524
3591337,Negozio storico,Negozio storico,MI,MILANO,LARGO CLAUDIO TREVES 0002,20121,15146,ARGENTERIA DABBENE S.R.L.,DABBENE,1939,2022,Preziosi,45.4752183,9.1871581
3591456,Negozio storico,Storica attività,MI,MILANO,VIA SALOMONE ORESTE 65,20138,15146,FRATELLI INGEGNOLI S.P.A.,FRATELLI INGEGNOLI MILANO,1817,2022,Casa e arredamento,45.4506459,9.2416463
3592286,Negozio storico,Storica attività,MI,MILANO,VIA GASPARE GOZZI 4,20129,15146,TAILORS S.R.L.,L'ALOUETTE BOUTIQUE,1979,2022,Abbigliamento e accessori,45.4686098,9.2226582
3592649,Negozio storico,Storica attività,MI,MILANO,VIA FILIPPO CORRIDONI 41,20122,15146,RAIMONDI DAVIDE,MACELLERIA RAIMONDI,1972,2022,Alimentari e specialità alimentari,45.4637432,9.2045748
3593645,Negozio storico,Storica attività,MI,MILANO,VIA MONTE NAPOLEONE 8,20121,15146,SABBADINI S.R.L.,SABBADINI,1978,2022,Preziosi,45.4678896,9.19573
3593881,Locale storico,Storica attività,MI,MILANO,VIA MAURO MACCHI 2,20124,15146,CAVALLINI 1934 S.R.L.,ANTICA OSTERIA CAVALLINI,1934,2022,Ristorazione,45.4810474,9.2039051
3595644,Locale storico,Storica attività,MI,MILANO,VIA VINCENZO MONTI 0028,20123,15146,PIZZERIA BIAGIO S.N.C. DI FERDINANDO GIOVANNI IANNONE E GAETANO SANDRO IANNONE,PIZZERIA BIAGIO,1978,2022,Ristorazione,45.4685999,9.1724577
3596868,Negozio storico,Storica attività,MI,MILANO,VIA LUIGI ORNATO 13,20162,15146,TAINI LUIGI DI CERIBELLI MILENA,TAINI,1970,2022,Preziosi,45.5157022,9.1909851
6197,Negozio storico,Negozio storico,MI,MILANO,"VIA GIUSEPPE VERDI, 6",20123,15146,AMLETO MISSAGLIA 1884 SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,AMLETO MISSAGLIA - GIOIELLERIA,1884,2010,Preziosi,45.468193,9.1891213
6199,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"PIAZZA DUOMO, 21",20121,15146,Caffe' Miani S.r.l.,ZUCCA IN GALLERIA,1867,2010,Bar e tabaccheria,45.4647892,9.189597
6200,Negozio storico,Negozio storico,MI,MILANO,"Galleria Vittorio Emanuele , 12",20121,15146,Libreria Bocca di Giorgio Lodetti SAS,LIBRERIA BOCCA,1775,2010,Cartoleria e libreria,45.4666,9.18988
6201,Negozio storico,Negozio storico,MI,MILANO,"Via Brera, 4",20121,15146,F. Pettinaroli di Giorgio e Francesco Pettinaroli & C. S.a.s.,F. PETTINAROLI,1881,2010,Cartoleria e libreria,45.4696094,9.1881056
6202,Negozio storico,Negozio storico,MI,MILANO,"Via Valpetrosa, 1",20123,15146,Fratelli Chiaravalli S.r.l.,GIOIELLERIA CHIARAVALLI,1915,2010,Preziosi,45.4624488,9.1854415
6204,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"VIALE ALEMAGNA, 6",20121,15146,Old Fashion srl,OLD FASHION CAFÈ,1933,2010,Ristorazione,45.4722117,9.1735828
6205,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"VIA VISCONTI DI MODRONE UBERTO, 2",20122,15146,UNIQUE EUROPE SRL,TAVEGGIA,1909,2010,Bar e tabaccheria,45.4633596,9.1991044
6206,Negozio storico,Negozio storico,MI,MILANO,"via F. Sforza, 1",20122,15146,Martino Danilo,PINTICA ARTE ORAFA F.LLI MARTINO,1923,2010,Preziosi,45.4630435,9.1987751
6207,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"Via Ugo Foscolo, 5",20121,15146,Ristorante Savini S.r.l.,SAVINI,1867,2010,Ristorazione,45.4657398,9.1906649
6208,Locale storico,Locale storico,MI,MILANO,"Via Bagutta, 14",20121,15146,Trattoria Bagutta f.lli Pepori srl,TRATTORIA BAGUTTA,1924,2010,Ristorazione,45.4677414,9.1965736
6214,Negozio storico,Storica attività,MI,MILANO,"Via G.Morone, 3",20121,15146,Antica Barbieria Colla,ANTICA BARBIERIA COLLA,1904,2010,Cura della persona,45.4681106,9.1918471
6215,Negozio storico,Negozio storico,MI,MILANO,"Piazza Risorgimento, 3",20129,15146,Antica Cartoleria Novecento di Alberta Capponi,ANTICA CARTOLERIA NOVECENTO,1899,2010,Cartoleria e libreria,45.4684453,9.21005
6217,Locale storico,Locale storico,MI,MILANO,"Via Vittorini, 4",20138,15146,Bagutto S.r.l.,ANTICA TRATTORIA BAGUTTO,1284,2010,Ristorazione,45.4442576,9.2608755
6218,Negozio storico,Insegna storica e di tradizione top,MI,MILANO,"Galleria Vittorio Emanuele II, 33",20121,15146,Bernasconi Argenteria S.r.l.,BERNASCONI ARGENTERIA DAL 1872,1872,2010,Preziosi,45.4665772,9.1898623
6220,Negozio storico,Negozio storico,MI,MILANO,"Via Burigozzo, 3",20122,15146,Romeo Miracoli & Figlio S.r.l.,MIRACOLI ROMEO & FIGLIO - GIOIELLERIA,1912,2010,Preziosi,45.4533182,9.1859277
6221,Negozio storico,Negozio storico,MI,MILANO,"GALLERIA VITTORIO EMANUELE II, 82",20121,15146,NOLI LUCA,NOLI ARTICOLI PER FUMATORI,1927,2010,Sport e tempo libero,45.46606,9.19016
6222,Negozio storico,Storica attività,MI,MILANO,"Via Manzoni, 12",20121,15146,Bijoux De Paris S.r.l.,BIJOUX DE PARIS,1953,2010,Sport e tempo libero,45.4685868,9.191324
6223,Locale storico,Locale storico,MI,MILANO,"PIAZZA DUCA D'AOSTA, 10",20124,15146,Caffe' Panzera S.a.s.,CAFFÈ PANZERA,1931,2010,Bar e tabaccheria,45.4837994,9.2044509
6225,Locale storico,Storica attività,MI,MILANO,"VIA LIPARI, 2",20144,15146,3A S.N.C. DI DI PIETRO MASSIMO & C.,WALTER BULLONI - ENOTECA,1933,2010,Bar e tabaccheria,45.4615236,9.1623998
6226,Negozio storico,Negozio storico,MI,MILANO,"VIA TAGLIAMENTO, 1",20139,15146,FBM S.R.L. - FRATELLI BONVINI MILANO CARTOLERIA E TIPOGRAFIA DAL 1909,CARTOLERIA TIPOGRAFIA F.LLI BONVINI,1909,2010,Cartoleria e libreria,45.4439116,9.2154448
6228,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"Via Montenapoleone, 8",20121,15146,Cova Montenapoleone srl,COVA PASTICCERIA,1817,2010,Bar e tabaccheria,45.4678896,9.19573
6229,Negozio storico,Storica attività,MI,MILANO,"Galleria Buenos Aires, 12",20124,15146,F.lli Bugada srl,DITTA D. COLLINI F.LLI BUGADA - CASALINGHI,1883,2010,Casa e arredamento,45.4794312,9.2108795
6230,Negozio storico,Storica attività,MI,MILANO,"PIAZZA MERCANTI, 21",20123,15146,DITTA GUENZATI DI RAGNO LUIGI LUCA & C. - SOCIETA' IN ACCOMANDITASEMPLICE,DITTA GUENZATI,1768,2010,Merceria,45.46494,9.18738
6231,Negozio storico,Negozio storico,MI,MILANO,"Corso Venezia, 6",20121,15146,Ditta Raimondi di Pettinaroli S.p.a.,DITTA RAIMONDI DI PETTINAROLI CASA FONDATA NEL 1766,1922,2010,Cartoleria e libreria,45.4675597,9.1983595
6232,Negozio storico,Storica attività,MI,MILANO,"Via Larga, 8",20122,15146,F.lli Brambilla S.n.c.,A. BRAMBILLA - ABBIGLIAMENTO,1926,2010,Abbigliamento e accessori,45.4622557,9.1930518
6233,Negozio storico,Storica attività,MI,MILANO,"VIALE ZARA, 132",20125,15146,ditta individuale,DROGHERIA LA CASA DEL MIELE,1929,2010,Alimentari e specialità alimentari,45.5006923,9.1978479
6234,Negozio storico,Negozio storico,MI,MILANO,"Via Panfilo Castaldi, 29",20124,15146,ditta individuale,ANTICA FARMACIA DEL LAZZARETTO,1750,2010,Salute e benessere,45.4765286,9.2035751
6235,Negozio storico,Storica attività,MI,MILANO,"CORSO DI PORTA TICINESE, 98",20123,15146,FARMACIA SANT'EUSTORGIO S.N.C. DI FARMACIA SUZZANI S.N.C. DI ROMANO E ALBERTO MISSAGLIA,FARMACIA S. EUSTORGIO,1811,2010,Salute e benessere,45.4537749,9.1803023
6236,Negozio storico,Storica attività,MI,MILANO,"Viale Bligny, 66",20136,15146,Prato Tranquillo snc,FERRAMENTA CASALINGHI PRATO TRANQUILLO,1927,2010,Attrezzature,45.45093782,9.19668719
6237,Locale storico,Locale storico,MI,MILANO,"Corso di Porta Romana, 2",20122,15146,Giovanni Galli S.n.c.,GIOVANNI GALLI - PASTICCERIA,1911,2010,"Gelaterie, pasticcerie e torrefazioni",45.4602,9.1887146
6238,Negozio storico,Storica attività,MI,MILANO,"VIA MOSCOVA, 60",20121,15146,GALLIA E PETER DI MARELLI LAURA,GALLIA E PETER,1932,2010,Abbigliamento e accessori,45.4781267,9.1834322
6239,Negozio storico,Negozio storico,MI,MILANO,"Corso Buenos Aires, 40/3",20124,15146,F.lli Cortelazzi di Cortelazzi Marco e Gianpaolo S.n.c.,GIOIELLERIA F.LLI CORTELAZZI,1953,2010,Preziosi,45.47941127,9.21000556
6240,Locale storico,Locale storico,MI,MILANO,"Via V. Hugo, 2",20122,15146,Giovanni Galli S.n.c.,GIOVANNI GALLI - PASTICCERIA,1911,2010,"Gelaterie, pasticcerie e torrefazioni",45.4640551,9.1872465
6241,Negozio storico,Storica attività,MI,MILANO,"CORSO MAGENTA, 31",20123,15146,GROSSI ALFREDO FRANCESCO,DROGHERIA GROSSI,1928,2010,Alimentari e specialità alimentari,45.4658545,9.1761138
6242,Negozio storico,Storica attività,MI,MILANO,"Via delle erbe, 2",20121,15146,ditta individuale,GUERRINI - STRUMENTI MUSICALI,1953,2010,Sport e tempo libero,45.4709864,9.1839006
6243,Locale storico,Insegna storica e di tradizione top,MI,MILANO,"Via Brera, 32",20121,15146,Ponte Di Brera S.r.l.,JAMAICA,1911,2010,Bar e tabaccheria,45.4725896,9.187554
6244,Locale storico,Locale storico,MI,MILANO,"Via S. Maria alla Porta, 10",20123,15146,S.C. MILANO S.R.L.,TRATTORIA LA COLONNA,1922,2010,Ristorazione,45.4653776,9.1811734
6246,Negozio storico,Storica attività,MI,MILANO,"Via Vincenzo Monti, 2",20123,15146,F.lli Merlo S.n.c.,CARTOLERIA F.LLI MERLO,1930,2010,Cartoleria e libreria,45.4663422,9.1754568
6247,Negozio storico,Negozio storico,MI,MILANO,"Largo Schuster, 1",20122,15146,libreria malavasi s.a.s. di malavasi maurizio & c.,LIBRERIA MALAVASI,1940,2010,Cartoleria e libreria,45.4625899,9.1925812
6249,Negozio storico,Storica attività,MI,MILANO,"Via P. Sarpi, 27",20154,15146,ditta individuale,MACELLERIA SIRTORI,1931,2010,Alimentari e specialità alimentari,45.4813335,9.1760087
6251,Negozio storico,Negozio storico,MI,MILANO,"Via Montenapoleone, 15",20121,15146,Melegari e Costa Montenapoleone S.a.s.,MELEGARI E COSTA MONTENAPOLEONE,1945,2010,Abbigliamento e accessori,45.4685,9.1948205
6252,Negozio storico,Negozio storico,MI,MILANO,"Via Conservatorio, 17",20122,15146,ditta individuale,MITAROTONDA - STRUMENTI MUSICALI,1888,2010,Sport e tempo libero,45.4670058,9.2021724
6253,Locale storico,Storica attività,MI,MILANO,"Via Laghetto, 2",20122,15146,Cantina Piemontese S.r.l.,CANTINA PIEMONTESE,1908,2010,Ristorazione,45.4616258,9.1953825
6254,Negozio storico,Negozio storico,MI,MILANO,"CORSO DI PORTA ROMANA, 74",20122,15146,OTTICA ARNALDO CHIERICHETTI SRL,OTTICA ARNALDO CHIERICHETTI,1914,2010,Ottica e fotografia,45.4567399,9.1945049
6255,Negozio storico,Negozio storico,MI,MILANO,"Via Borgonuovo , 3",20121,15146,Il Polifilo Libri Rari sas,IL POLIFILO LIBRI RARI,1941,2010,Cartoleria e libreria,45.4704941,9.1916592
6258,Negozio storico,Storica attività,MI,MILANO,"Via Hoepli, 3",20121,15146,Ravizza Sport S.r.l.,RAVIZZA SPORT,1871,2010,Abbigliamento e accessori,45.46626,9.1922
6259,Negozio storico,Negozio storico,MI,MILANO,"via Bergamini, 7",20122,15146,Sangalli Giuliano & c. S.n.c.,SANGALLI DAL 1900 OROLOGERIA - GIOIELLERIA - PENDOLERIA,1900,2010,Preziosi,45.4618046,9.1941638
6260,Locale storico,Locale storico,MI,MILANO,"Via San Pietro All'Orto, 3",20122,15146,San Francisco srl,RISTORANTE A' SANTA LUCIA,1929,2010,Ristorazione,45.4658047,9.1956145
6263,Locale storico,Locale storico,MI,MILANO,"Via Morigi, 8",20123,15146,Moriggi 8 srl,TAVERNA MORIGGI,1900,2010,Ristorazione,45.4638682,9.1808711
6264,Locale storico,Locale storico,MI,MILANO,"VIALE UMBRIA, 80",20136,15146,Trattoria Masuelli S. Marco srl,TRATTORIA MASUELLI S. MARCO,1921,2010,Ristorazione,45.4563954,9.2171863
6302,Negozio storico,Storica attività,MI,MILANO,"Via Dogana, 2",20123,15146,Adamas Srl,ADAMAS GIOIELLI,1949,2010,Preziosi,45.4633435,9.1891112
6303,Negozio storico,Storica attività,MI,MILANO,"Largo Schuster , 1",20122,15146,Agenzia Ecclesiastica Arcivescovile Tricella snc,AGENZIA ECCLESIASTICA ARCIVESCOVILE TRICELLA,1888,2010,Articoli sacri,45.4625899,9.1925812
6304,Negozio storico,Storica attività,MI,MILANO,"Via Torino, 61",20123,15146,Al Pascia' S.r.l.,AL PASCIÀ - PIPE ED ARTICOLI PER FUMATORI,1905,2010,Sport e tempo libero,45.4606352,9.1832381
6307,Negozio storico,Storica attività,MI,MILANO,"VIA ALTAGUARDIA, 8",20135,15146,GANCI ARGENTERIE S.R.L.,ARGENTERIE GANCI,1926,9999,Preziosi,45.4501389,9.1995868
6308,Negozio storico,Storica attività,MI,MILANO,"Via V.Colonna, 54",20149,15146,Argenterie Italiane,ARGENTERIE ITALIANE,1919,2010,Preziosi,45.4670351,9.1481258
